festival_wikidata_id,festival_name,festival_type,destination_wikidata_id,destination_name,start_date,end_date,inception
Q117599618,UrbanFestival 5,festival occurrence,Q224,Croatia,,,
Q117599918,UrbanFestival X: (IM)POSSIBILITIES: EXTENSIONS,festival occurrence,Q224,Croatia,,,
Q117599320,UrbanFestival,festival,Q224,Croatia,,,2001-07-21T00:00:00Z
Q117035731,"2nd Freedom of Creation! Festival of Free Culture, Science and Technology",festival occurrence,Q224,Croatia,2006-02-01T00:00:00Z,2006-02-05T00:00:00Z,
Q111149927,Q111149927,recurring event,Q224,Croatia,,,
Q117706270,9th Environmental Film Festival,festival occurrence,Q224,Croatia,,,
Q31200259,Kliofest,festival,Q224,Croatia,,,2014-01-01T00:00:00Z
Q117662095,Environmental Film Festival,festival occurrence,Q224,Croatia,,,
Q117599785,UrbanFestival 7: Of Other Spaces,festival occurrence,Q224,Croatia,,,
Q139784736,Q139784736,festival occurrence,Q224,Croatia,,,
Q117599491,UrbanFestival 3,festival occurrence,Q224,Croatia,,,
Q97217140,Q97217140,festival,Q224,Croatia,,,2015-01-01T00:00:00Z
Q117662203,3rd Environmental Film Festival,festival occurrence,Q224,Croatia,,,
Q85994420,Q85994420,festival,Q224,Croatia,,,2017-01-01T00:00:00Z
Q1133236,FLISOL,recurring event,Q241,Cuba,,,
Q109512562,Vruja Festival,festival,Q224,Croatia,,,
Q81610,Mr Gay World,recurring event,Q800,Costa Rica,,,2009-01-01T00:00:00Z
Q117706311,10th Environmental Film Festival,festival occurrence,Q224,Croatia,,,
Q117662514,6th Environmental Film Festival,festival occurrence,Q224,Croatia,,,
Q115740102,Subversive Festival,festival,Q224,Croatia,,,2008-01-01T00:00:00Z
Q6111504,Romerías de Mayo,festival,Q241,Cuba,,,
Q130712784,Liburnicon,recurring event,Q224,Croatia,,,2006-01-01T00:00:00Z
Q117599823,UrbanFestival 8: How we regret...,festival occurrence,Q224,Croatia,,,
Q110264185,11th World Festival of Youth and Students,festival occurrence,Q241,Cuba,,,1978-07-28T00:00:00Z
Q136657768,Q136657768,festival,Q43070,Donetsk,,,
Q31965926,Eurovision Young Musicians 2018,festival occurrence,Q23436,Edinburgh,,,
Q3358839,Royal National Mod,festival,Q23436,Edinburgh,,,1892-01-01T00:00:00Z
Q108444810,Q108444810,recurring event,Q786,Dominican Republic,,,
Q129658162,Ambato Pride,recurring event,Q736,Ecuador,,,2015-01-01T00:00:00Z
Q829363,Edinburgh Festival,festival,Q23436,Edinburgh,,,
Q67831982,Festival FFF,festival,Q736,Ecuador,,,
Q12630967,"Festivity of Saint Blaise, the patron of Dubrovnik",festival,Q1722,Dubrovnik,,,
Q4601298,2003 Edinburgh Festival Fringe,festival occurrence,Q23436,Edinburgh,,,
Q135091715,Q135091715,festival,Q43070,Donetsk,2020-09-12T00:00:00Z,2020-09-18T00:00:00Z,
Q5447342,Fiestas de Quito,festival,Q736,Ecuador,,,
Q1024622,Q1024622,festival,Q1731,Dresden,,,
Q129656533,Santo Domingo Pride,recurring event,Q736,Ecuador,,,2011-01-01T00:00:00Z
Q133825285,"Festival of slavonian culture in Donetsk, 2013",festival,Q43070,Donetsk,2013-05-24T00:00:00Z,2013-05-25T00:00:00Z,
Q135092116,Q135092116,festival,Q43070,Donetsk,2019-09-26T00:00:00Z,2019-09-30T00:00:00Z,
Q5861729,Feast of fruit and flowers,party,Q736,Ecuador,,,
Q133804057,"Big Donbass, 2015",festival,Q43070,Donetsk,2015-08-13T00:00:00Z,2015-08-16T00:00:00Z,
Q112595903,Klangvokal Musikfestival Dortmund,festival,Q1295,Dortmund,,,2009-01-01T00:00:00Z
Q136348929,Q136348929,festival,Q43070,Donetsk,,,
Q137186035,Pakistan Jashn-e-Azadi Festival 2025,festival,Q612,Dubai,,,
Q68026902,Al Sur del Cielo,festival,Q736,Ecuador,,,1987-01-01T00:00:00Z
Q129653037,Portoviejo Pride,recurring event,Q736,Ecuador,,,2013-01-01T00:00:00Z
Q5119452,"Ciclopaseo in Quito, Ecuador",recurring event,Q736,Ecuador,,,2005-01-01T00:00:00Z
Q47964898,Feria Internacional del Libro de Guayaquil,recurring event,Q736,Ecuador,,,2015-01-01T00:00:00Z
Q68966535,"Pululahua, Rock desde el Volcán",festival,Q736,Ecuador,,,
Q16834839,Edinburgh International Magic Festival,festival,Q23436,Edinburgh,,,
Q129653470,Riobamba Pride,recurring event,Q736,Ecuador,,,2021-01-01T00:00:00Z
Q1284693,Edinburgh Marathon,festival,Q23436,Edinburgh,,,2003-01-01T00:00:00Z
Q117202248,Diablada de Píllaro,festival,Q736,Ecuador,,,
Q21006870,Edinburgh Comic Con,festival,Q23436,Edinburgh,2014-01-01T00:00:00Z,,2014-01-01T00:00:00Z
Q129652966,Manta Pride,recurring event,Q736,Ecuador,,,2006-01-01T00:00:00Z
Q4453550,Q4453550,festival,Q43070,Donetsk,,,
Q5338146,Edinburgh Art Festival,festival,Q23436,Edinburgh,,,2004-01-01T00:00:00Z
Q65237899,Edinburgh International Harp Festival,recurring event,Q23436,Edinburgh,,,1982-01-01T00:00:00Z
Q133001707,Q133001707,festival,Q43070,Donetsk,,,
Q136673972,Q136673972,festival,Q43070,Donetsk,2025-10-22T00:00:00Z,2025-10-24T00:00:00Z,
Q129654049,Machala Pride,recurring event,Q736,Ecuador,,,2008-01-01T00:00:00Z
Q136140299,Q136140299,festival,Q43070,Donetsk,,,
Q4598638,2001 Edinburgh Festival Fringe,festival occurrence,Q23436,Edinburgh,,,
Q105703284,Jatiya Pitha Utsab,festival,Q1354,Dhaka,,,
Q85759420,Entry of James VI into Edinburgh,ceremony,Q23436,Edinburgh,,,
Q136376725,"Stars over Donbass, 2025",festival,Q43070,Donetsk,,,
Q106946693,dresden small format film festival,festival,Q1731,Dresden,,,1997-01-01T00:00:00Z
Q1133236,FLISOL,recurring event,Q736,Ecuador,,,
Q12246031,Q12246031,festival,Q612,Dubai,,,2003-10-14T00:00:00Z
Q120263404,18th World Festival of Youth and Students,festival occurrence,Q736,Ecuador,2013-12-07T00:00:00Z,2013-12-14T00:00:00Z,
Q7077014,Octocon,recurring event,Q1761,Dublin,,,1990-01-01T00:00:00Z
Q4288599,Smithcraft festival in Donetsk,festival,Q43070,Donetsk,,,
Q17069789,Fiesta de Toros del Señor de Girón,festival,Q736,Ecuador,,,
Q129653889,Loja Pride,recurring event,Q736,Ecuador,,,2010-01-01T00:00:00Z
Q5613183,Guadalajara Gay Pride,recurring event,Q9022,Guadalajara,,,1979-06-01T00:00:00Z
Q43062532,Internationales Sommerfestival,festival,Q1055,Hamburg,,,
Q4852692,Baltic Circle Festival,festival,Q1757,Helsinki,,,
Q60850003,J Awards,ceremony,Q1006,Guinea,,,
Q64607727,Pointti festival,festival,Q1757,Helsinki,,,
Q6435563,Q6435563,festival,Q9022,Guadalajara,,,
Q56317877,"Corona Capital, Guadalajara",festival,Q9022,Guadalajara,2010-10-16T00:00:00Z,,
Q114568329,Q114568329,festival,Q1006,Guinea,,,2015-01-01T00:00:00Z
Q10244,Diwali,festival,Q734,Guyana,,,
Q125358639,Rabin Ajaw,festival,Q774,Guatemala,,,
Q110264185,11th World Festival of Youth and Students,festival occurrence,Q1563,Havana,,,1978-07-28T00:00:00Z
Q131730721,Q131730721,party,Q1715,Hanover,,,
Q65254802,ESTO 2019,festival,Q1757,Helsinki,,,
Q96622031,Wiki Loves Folklore,recurring event,Q790,Haiti,,,
Q133806737,Q133806737,party,Q790,Haiti,,,1986-04-03T00:00:00Z
Q12015639,ABU TV Song Festival 2013,festival occurrence,Q1858,Hanoi,,2013-10-26T00:00:00Z,
Q106632483,Conakry capital mondial du livre,recurring event,Q1006,Guinea,2017-04-23T00:00:00Z,2018-04-22T00:00:00Z,
Q17035928,Triennial of Photography,festival,Q1055,Hamburg,,,1999-01-01T00:00:00Z
Q7932770,Vinokino,recurring event,Q1757,Helsinki,,,1991-01-01T00:00:00Z
Q11856211,DocPoint,recurring event,Q1757,Helsinki,,,2002-01-01T00:00:00Z
Q4824816,Australian Wooden Boat Festival,festival,Q40191,Hobart,,,1994-01-01T00:00:00Z
Q15819138,Hammoniale,festival,Q1055,Hamburg,,,1986-01-01T00:00:00Z
Q6146825,Q6146825,festival,Q774,Guatemala,,,
Q136472780,14th World Festival of Youth and Students,festival occurrence,Q1563,Havana,,,
Q137393968,Visit by Israel's Chief Rabbi Kalman Ber to the Chabad Lubavitch Jewish Centre of Lower Saxony at Haus Benjamin in Hanover,party,Q1715,Hanover,,,
Q2613628,Flow Festival,recurring event,Q1757,Helsinki,,,2004-01-01T00:00:00Z
Q98433660,Helsinki Fest,festival,Q1757,Helsinki,2020-08-21T00:00:00Z,2020-08-23T00:00:00Z,
Q131851351,Carnival of Guinea-Bissau,festival,Q1007,Guinea-Bissau,,,
Q125867585,International Children's and Youth Choir Festival Hannover 08th - 12th May 2024,festival,Q1715,Hanover,,,2024-01-01T00:00:00Z
Q134510087,Q134510087,party,Q1715,Hanover,,,
Q130470818,Pandora's Box,discothèque,Q774,Guatemala,,,
Q5861255,Sumpango Festival,festival,Q774,Guatemala,,,
Q117303519,Q117303519,ceremony,Q1006,Guinea,2019-01-01T00:00:00Z,,
Q21042070,Hamburg Magic Nights,festival,Q1055,Hamburg,,,2011-01-01T00:00:00Z
Q1133236,FLISOL,recurring event,Q774,Guatemala,,,
Q115942710,Prix Hadiatou Sow du journalisme,ceremony,Q1006,Guinea,,,
Q65152687,Katala 224,ceremony,Q1006,Guinea,,,
Q11862160,8th World Festival of Youth and Students,festival occurrence,Q1757,Helsinki,,,
Q15210367,The Dinner under the Helsinki sky,recurring event,Q1757,Helsinki,,,2013-01-01T00:00:00Z
Q125637783,Klangbrücken,festival,Q1715,Hanover,,,
Q24955623,WeChoice Awards,recurring event,Q1854,Ho Chi Minh City,,,
Q114558589,BootBooHook Festival,festival,Q1715,Hanover,,,2008-08-22T00:00:00Z
Q111677584,Kipona,festival,Q25280,Harrisburg,,,
Q113553776,Harbin International Beer Festival,recurring event,Q42956,Harbin,,,1988-01-01T00:00:00Z
Q99979486,Q99979486,festival,Q790,Haiti,,,
Q5962869,Q5962869,party,Q774,Guatemala,,,
Q3765292,Bihu,festival,Q668,India,,,
Q7370637,Rottela Panduga,festival,Q668,India,,,
Q15215963,Q15215963,festival,Q794,Iran,,,
Q3744172,Q3744172,festival,Q38,Italy,,,
Q2722469,Naraka Chaturdashi,festival,Q668,India,,,
Q3660978,Cartoons on the Bay,festival,Q38,Italy,,,1996-01-01T00:00:00Z
Q479014,Almabtrieb,festival,Q38,Italy,,,
Q31023,Bhai Dooj,festival,Q668,India,,,
Q5052269,Cathedral Quarter Arts Festival,festival,Q27,Ireland,,,
Q5050453,Castlebar Song Contest,festival,Q27,Ireland,,,1966-01-01T00:00:00Z
Q3649159,Cabaret festival - Premio Totò alla comicità,festival,Q38,Italy,,,
Q1423773,Ratha Yatra,festival,Q668,India,,,
Q6907083,Mood Indigo,festival,Q668,India,,,1971-01-01T00:00:00Z
Q3660434,Carnevale di Cegni,festival,Q38,Italy,,,
Q1059856,ICWiP,festival,Q28,Hungary,,,1997-01-01T00:00:00Z
Q7190443,Pic.Nic festival,festival,Q801,Israel,,2011-01-01T00:00:00Z,2010-01-01T00:00:00Z
Q7537703,Skyfest,festival,Q27,Ireland,,,
Q10244,Diwali,festival,Q668,India,,,
Q3660960,Cartoon Club,festival,Q38,Italy,,,1985-01-01T00:00:00Z
Q3536399,National Science Day,festival,Q668,India,,,
Q3749329,Q3749329,festival,Q38,Italy,,,1986-01-01T00:00:00Z
Q2824458,Aadi Perukku,festival,Q668,India,,,
Q5102229,Chithirai Thiruvizha,festival,Q668,India,,,
Q3006213,Lohri,festival,Q668,India,,,
Q7901139,"Urs festival, Ajmer",festival,Q668,India,,,
Q3927373,Q3927373,festival,Q38,Italy,,,
Q10269,Navratri,festival,Q668,India,,,
Q931282,Bathukamma,festival,Q668,India,,,
Q4006964,VIEW Conference,festival,Q38,Italy,,,2000-01-01T00:00:00Z
Q2777041,Harela,festival,Q668,India,,,
Q3743890,Festa del grano,festival,Q38,Italy,,,
Q15121559,MTV Italia Awards,festival,Q38,Italy,,,
Q3859314,Mr Gay Italy,festival,Q38,Italy,,,
Q16130620,Q16130620,festival,Q801,Israel,,2015-01-01T00:00:00Z,1992-01-01T00:00:00Z
Q871974,Q871974,festival,Q28,Hungary,,,1996-01-01T00:00:00Z
Q2760820,Q2760820,festival,Q668,India,,,
Q6730379,Magh Bihu,festival,Q668,India,,,
Q7229931,Porag,festival,Q668,India,,,
Q3744062,Q3744062,festival,Q38,Italy,,,
Q2074700,Q2074700,festival,Q252,Indonesia,,,2019-01-01T00:00:00Z
Q3106863,Battle on the Bridge,festival,Q38,Italy,,,
Q3744061,Q3744061,festival,Q38,Italy,,,
Q3055994,Erau,festival,Q252,Indonesia,,,
Q4850838,Bali Jatra,festival,Q668,India,,,
Q6434290,Kottankulangara Festival,festival,Q668,India,,,
Q859333,Cell-Cup,festival,Q28,Hungary,1997-01-01T00:00:00Z,,
Q5211604,Dalriada Festival,festival,Q27,Ireland,,,
Q777550,Armel Opera Festival,festival,Q28,Hungary,,,
Q6561014,Q6561014,festival,Q801,Israel,,,
Q7270654,Queen of the Land Festival,festival,Q27,Ireland,,,
Q5170796,Cork International Exhibition,festival,Q27,Ireland,,,
Q6473598,Lai Haraoba,festival,Q668,India,,,
Q3744066,Festival della Mente,festival,Q38,Italy,,,
Q4750236,An Tóstal,festival,Q27,Ireland,,,
Q3866166,International Cartoonists Exhibition,festival,Q38,Italy,,,1972-01-01T00:00:00Z
Q1771621,Rama Navami,festival,Q668,India,,,
Q7136956,Pargat Diwas,festival,Q668,India,,,
Q3885588,Orestiadi di Gibelina,festival,Q38,Italy,,,
Q16130575,Piyut Festival,festival,Q801,Israel,,,2008-01-01T00:00:00Z
Q1520962,Þorrablót,festival,Q189,Iceland,,,
Q3754234,Fullcomics & Games,festival,Q38,Italy,,,2005-01-01T00:00:00Z
Q5359316,Elephant Festival,festival,Q668,India,,,
Q6781028,Mary from Dungloe,festival,Q27,Ireland,,,
Q3070347,Q3070347,festival,Q252,Indonesia,,,
Q7698448,TradFest,festival,Q27,Ireland,,,2006-01-01T00:00:00Z
Q3744269,Festival Filosofia,festival,Q38,Italy,2001-01-01T00:00:00Z,,
Q6635504,Daliah dancing festival,festival,Q801,Israel,,,
Q12408685,Tel aviv's white night,festival,Q801,Israel,,,2003-01-01T00:00:00Z
Q13109912,Athachamayam,festival,Q668,India,,,
Q3908479,Pordenonelegge,festival,Q38,Italy,,,
Q430574,Krishna Janmashtami,festival,Q668,India,,,
Q3070008,Festival Temps d'images,festival,Q28,Hungary,,,
Q3070008,Festival Temps d'images,festival,Q38,Italy,,,
Q4787874,Ardee Baroque Festival,festival,Q27,Ireland,,,2004-01-01T00:00:00Z
Q2979868,Hanuman Jayanti,festival,Q668,India,,,
Q3639930,Bilbolbul Festival,festival,Q38,Italy,,,
Q3910732,Premio Chiara,festival,Q38,Italy,,,1989-01-01T00:00:00Z
Q6810925,Mela Maghi,festival,Q668,India,,,
Q5475545,Prathamastami,festival,Q668,India,,,
Q6738769,Makaravilakku,festival,Q668,India,,,
Q3883892,Operaestate Festival Veneto,festival,Q38,Italy,,,
Q7522234,Sindhu Darshan Festival,festival,Q668,India,,,
Q7368832,Roshd International Film Festival,festival,Q794,Iran,,,
Q5431407,Fajr International Music Festival,festival,Q794,Iran,,,1986-01-01T00:00:00Z
Q3650643,Calendimaggio festival in Assisi,festival,Q38,Italy,,,
Q3494208,Spraoi,festival,Q27,Ireland,,,
Q3651984,Campi Hobbit,festival,Q38,Italy,1977-01-01T00:00:00Z,1981-01-01T00:00:00Z,
Q1141851,Seachtain na Gaeilge,festival,Q27,Ireland,,,1902-01-01T00:00:00Z
Q3815261,Kilowatt Festival,festival,Q38,Italy,,,
Q6459626,LOW Festival,festival,Q28,Hungary,,,
Q2923922,Brazil Festival of Italy,festival,Q38,Italy,,,2002-01-01T00:00:00Z
Q3744064,Festival of Economics,festival,Q38,Italy,,,2006-01-01T00:00:00Z
Q3874966,Netmage,festival,Q38,Italy,,,2000-01-01T00:00:00Z
Q16928366,Devaragutta Dasara festival,festival,Q668,India,,,
Q2000081,TRL Awards,festival,Q38,Italy,2006-01-01T00:00:00Z,,2006-01-01T00:00:00Z
Q4006210,Q4006210,festival,Q38,Italy,,,
Q7427940,Savaria Historical Carnival,festival,Q28,Hungary,,,1961-01-01T00:00:00Z
Q3566356,Gangaur,festival,Q668,India,,,
Q1850560,Diwali in Gujarat,festival,Q668,India,,,1947-11-12T00:00:00Z
Q5620569,Guruvayur Ekadasi,festival,Q668,India,,,
Q6345022,Kadalekai Parishe,festival,Q668,India,,,
Q1001745,Q1001745,festival,Q28,Hungary,,,
Q870183,Q870183,festival,Q28,Hungary,,2017-01-01T00:00:00Z,2001-01-01T00:00:00Z
Q29271,Pongal,festival,Q668,India,,,
Q4900656,Bhagoria Festival,festival,Q668,India,,,
Q3677375,Q3677375,festival,Q38,Italy,,,
Q6697775,Lucknow Mahotsav,festival,Q668,India,,,1976-01-01T00:00:00Z
Q7723263,The Clare Festival of Traditional Singing,festival,Q27,Ireland,,,
Q13112508,Thiruvathira,festival,Q668,India,,,
Q12411505,Sacred Defence Week,festival,Q794,Iran,,,
Q12976761,Kaanum Pongal,festival,Q668,India,,,
Q7967794,Wangala,festival,Q668,India,,,
Q5357459,Electric Picnic,festival,Q27,Ireland,,,2004-01-01T00:00:00Z
Q12414710,Ahoi Ashtami,festival,Q668,India,,,
Q4121183,Durga Puja in Odisha,festival,Q668,India,,,
Q870188,Sausage festival of Csaba,festival,Q28,Hungary,,,1997-01-01T00:00:00Z
Q10266,Raksha Bandhan,festival,Q668,India,,,
Q6393406,Kerala School Kalolsavam,festival,Q668,India,,,1957-01-01T00:00:00Z
Q3660958,Cartoomics,festival,Q38,Italy,,,1992-01-01T00:00:00Z
Q3873386,Nauticsud,festival,Q38,Italy,,,
Q3663939,Cavallo di fuoco,festival,Q38,Italy,,,
Q10274,Vijayadashami,festival,Q668,India,,,
Q16252492,Heikru Hidongba,festival,Q668,India,,,
Q7590951,St. Patrick's Festival,festival,Q27,Ireland,,,
Q3930568,Ravello Festival,festival,Q38,Italy,,,
Q5517546,Gajan,festival,Q668,India,,,
Q1138898,Crankworx,festival,Q1735,Innsbruck,,,2004-01-01T00:00:00Z
Q220281,Vasant Panchami,festival,Q668,India,,,
Q1328626,Yaldā,festival,Q794,Iran,,,
Q3876059,Nickelodeon Kids' Choice Awards (Italy),festival,Q38,Italy,,,
Q3778094,Oireachtas na Gaeilge,festival,Q27,Ireland,,,1897-01-01T00:00:00Z
Q3743989,Festambiente,festival,Q38,Italy,,,1989-01-01T00:00:00Z
Q6506012,Lazio between Europe and the Mediterranean Festival,festival,Q38,Italy,,,
Q3686962,Itala Kongreso de Esperanto,festival,Q38,Italy,,,
Q3607039,Q3607039,festival,Q38,Italy,,,
Q3800067,Internazionale a Ferrara,festival,Q38,Italy,,,
Q5740920,Farabi International Award,festival,Q794,Iran,,,2008-01-01T00:00:00Z
Q4900574,Bhadu,festival,Q668,India,,,
Q929250,Ganesh Chaturthi,festival,Q668,India,,,
Q3749075,Q3749075,festival,Q38,Italy,,,2002-01-01T00:00:00Z
Q1408417,Festa di Piedigrotta,festival,Q38,Italy,,,
Q1000998,Festivals in Hollókő,festival,Q28,Hungary,,,
Q2612687,Mahavir Janma Kalyanak,festival,Q668,India,,,
Q851227,International Circus Festival of Budapest,festival,Q28,Hungary,,,
Q4929287,Blue Jean Country Queen Festival,festival,Q27,Ireland,,,
Q12418384,Karam,festival,Q668,India,,,
Q987391,Q987391,festival,Q28,Hungary,,,
Q3733371,Q3733371,festival,Q38,Italy,,,
Q25403019,Pesa vegia,festival,Q38,Italy,,,1600-01-01T00:00:00Z
Q84034895,Fiera Internazionale del Tartufo Bianco d’Alba,festival,Q38,Italy,,,
Q55394307,Guwahati Theatre Festival,festival,Q668,India,,,
Q125131651,Bundi Utsav,festival,Q668,India,,,1996-01-01T00:00:00Z
Q20865624,Raja,festival,Q668,India,,,
Q20473736,Istanbul Tulip Festival,festival,Q406,Istanbul,,,
Q115114411,Salso Film & Tv Festival,festival,Q38,Italy,,,
Q112244543,Festival di Morgana,festival,Q38,Italy,,,1985-01-01T00:00:00Z
Q39089707,Tailteann Games,festival,Q27,Ireland,,,1924-01-01T00:00:00Z
Q25221777,Nirbhaya Samaroh,festival,Q668,India,,,2013-01-01T00:00:00Z
Q122739904,Q122739904,festival,Q1008,Ivory Coast,,,
Q26243438,Q26243438,festival,Q28,Hungary,,,1983-01-01T00:00:00Z
Q123317902,Rogosin Pedestrian Festival,festival,Q801,Israel,,,
Q112245963,Q112245963,festival,Q38,Italy,,,
Q17049884,Bizhu,festival,Q668,India,,,
Q16381991,Ludi Circenses,festival,Q38,Italy,,,
Q112244962,Macchina dei sogni,festival,Q38,Italy,,,1985-01-01T00:00:00Z
Q85783217,Mahindra Blues Festival,festival,Q668,India,2011-01-01T00:00:00Z,,
Q115867142,Media Wave International Film Festival,festival,Q28,Hungary,,,1994-01-01T00:00:00Z
Q110246928,Festival of the Madonna of the Arch,festival,Q38,Italy,,,1600-01-01T00:00:00Z
Q17055916,Incident,festival,Q668,India,,,1980-01-01T00:00:00Z
Q114759378,Experimental Tools Festival,festival,Q801,Israel,,,
Q130316507,pattern,festival,Q27,Ireland,,,
Q64869351,Millenial Road Safety Festival,festival,Q252,Indonesia,,,
Q22083939,Dalkey Book Festival,festival,Q27,Ireland,,,
Q131048138,Chhath in Naihati,festival,Q668,India,,,
Q20422783,Baghdad International Flower Festival,festival,Q796,Iraq,,,2009-01-01T00:00:00Z
Q21877233,Italian Capital of Culture,festival,Q38,Italy,2014-12-12T00:00:00Z,,
Q111851408,Saint Patrick's Festival,festival,Q27,Ireland,,,
Q31737777,Q31737777,festival,Q668,India,,,
Q16860840,Garia Puja,festival,Q668,India,,,
Q28670289,Fuochi di San Martino,festival,Q38,Italy,,,
Q103839866,Chhadakhai,festival,Q668,India,,,
Q67907801,Kati Bihu,festival,Q668,India,,,
Q20804296,Brihadeeswarar Temple Car Festival,festival,Q668,India,,,
Q98834424,Kerala School Kalolsavam 2019-20,festival,Q668,India,,,
Q18398842,Q18398842,festival,Q801,Israel,,,
Q25500125,Tocatì,festival,Q38,Italy,,,
Q65214040,Saparan Bekakak,festival,Q252,Indonesia,,,
Q54900093,Q54900093,festival,Q796,Iraq,,,
Q24932976,Blues Made In Italy,festival,Q38,Italy,,,
Q22570013,Kaveri Pushkaram,festival,Q668,India,,,
Q53866610,Q53866610,festival,Q252,Indonesia,,,
Q56410630,Q56410630,festival,Q28,Hungary,2018-01-08T00:00:00Z,2018-01-14T00:00:00Z,
Q14866086,Bohag Bihu,festival,Q668,India,,,
Q71421195,Nigunim Betzedek,festival,Q801,Israel,,,
Q77031480,Fajr International Poetry Festival,festival,Q794,Iran,,,
Q84533874,13th International Circus Festival of Budapest,festival,Q28,Hungary,,,
Q24934811,Q24934811,festival,Q38,Italy,,,
Q98149511,Na-Khowa,festival,Q668,India,,,
Q50799330,Al Ghadeer International Festival,festival,Q796,Iraq,,,2007-01-01T00:00:00Z
Q16711608,Soviet-Indian Friendship Festival,festival,Q668,India,1987-01-01T00:00:00Z,1988-01-01T00:00:00Z,
Q19894688,National Tribal Dance Festival,festival,Q668,India,,,
Q73408026,Q73408026,festival,Q28,Hungary,,,
Q110635856,Bikaner Camel Festival,festival,Q668,India,,,
Q56327562,Q56327562,festival,Q38,Italy,,,
Q17155473,Waves,festival,Q668,India,,,2006-01-01T00:00:00Z
Q24941718,Q24941718,festival,Q38,Italy,,,
Q60401334,Maipi Mela,festival,Q668,India,,,
Q24946222,Lui Ngai Ni,festival,Q668,India,,,
Q15725354,Sudasha Brata,festival,Q668,India,,,
Q112222907,Q112222907,festival,Q668,India,,,
Q117881465,Naturalmente Tecnologici,festival,Q38,Italy,,,2022-01-01T00:00:00Z
Q24906814,ABU TV Song Festival 2016,festival,Q252,Indonesia,,2016-10-22T00:00:00Z,
Q25456037,LIFT – Festival of Lesbian identities,festival,Q28,Hungary,,,
Q130263899,ANIMIX Festival,festival,Q801,Israel,,,2000-01-01T00:00:00Z
Q16420848,Q16420848,festival,Q189,Iceland,,,
Q24948797,Bihar Utsav,festival,Q668,India,,,
Q113232600,Ādi Kārthigai,festival,Q668,India,,,
Q18394262,Thomso,festival,Q668,India,1982-01-01T00:00:00Z,,
Q12814124,East Fest,festival,Q28,Hungary,,,2012-01-01T00:00:00Z
Q17165267,Ambon bay festival,festival,Q252,Indonesia,,,
Q85861569,Q85861569,festival,Q38,Italy,,,
Q28173741,Kolkata Christmas Festival,festival,Q668,India,,,
Q60839734,EstAsia,festival,Q38,Italy,,,
Q16886667,Sohrai,festival,Q668,India,,,
Q43086327,TorinoDanza,festival,Q38,Italy,,,
Q31441022,Chitra Pournami,festival,Q668,India,,,
Q16978118,Nenmara Vallanghy Vela,festival,Q668,India,,,
Q123322335,Rehovot International Living Statues Festival,festival,Q801,Israel,,2023-01-01T00:00:00Z,2010-01-01T00:00:00Z
Q85991453,Night Light Festival,festival,Q801,Israel,2014-12-01T00:00:00Z,,
Q64347560,Dasai festival,festival,Q668,India,,,
Q96405323,Serendipity Arts Festival,festival,Q668,India,,,
Q38410682,Gaan-Ngai,festival,Q668,India,,,
Q97228727,Bohada,festival,Q668,India,,,
Q16978056,Chapchar Kut Festival,festival,Q668,India,,,
Q18110072,Baha parab,festival,Q668,India,,,
Q117705764,Sabha,festival,Q668,India,,,
Q117336720,Youth Festival 2012,festival,Q668,India,,,2012-01-01T00:00:00Z
Q25681834,Goru Bihu,festival,Q668,India,,,
Q126888046,Sankar Janmotsav,festival,Q668,India,,,
Q125056463,Q125056463,festival,Q668,India,,,
Q43065638,Untimely Festival,festival,Q794,Iran,,,
Q15723965,Khudurukuni,festival,Q668,India,,,
Q97342916,Városmajori Színházi Szemle,festival,Q28,Hungary,,,
Q55829521,Romaeuropa Festival,festival,Q38,Italy,,,
Q124789039,Basanta Uṯsab,festival,Q668,India,,,
Q113031052,Q113031052,festival,Q38,Italy,,,1985-01-01T00:00:00Z
Q25689308,Shigmo,festival,Q668,India,,,
Q111718869,Sakshama,festival,Q668,India,,,
Q112134795,Reh festival,festival,Q668,India,,,
Q31703493,Q31703493,festival,Q668,India,,,
Q80205544,Q80205544,festival,Q28,Hungary,,,2017-01-01T00:00:00Z
Q131639383,Q131639383,festival,Q1008,Ivory Coast,,,
Q15692984,Maghi,festival,Q668,India,,,
Q16973943,Diwali,festival,Q668,India,,,
Q60747577,Agera,festival,Q668,India,,,
Q130260067,Cutting Chai Festival,festival,Q668,India,,,2007-01-01T00:00:00Z
Q17049325,Anwesha,festival,Q668,India,,,
Q119350367,Festa dell'Amicizia,festival,Q38,Italy,,,1977-01-01T00:00:00Z
Q16956249,New Ross Piano Festival,festival,Q27,Ireland,,,2006-01-01T00:00:00Z
Q125504293,Q125504293,festival,Q28,Hungary,,,
Q19810008,Q19810008,festival,Q668,India,,,
Q28668761,Cheap Festival - Street Poster Art Festival,festival,Q38,Italy,,,
Q15724870,Budhei Osa,festival,Q668,India,,,
Q85800902,Shirui Lily Festival,festival,Q668,India,,,
Q123392539,Insignia (festival),festival,Q668,India,,,2012-01-01T00:00:00Z
Q113645107,Gaeltacht Pride,festival,Q27,Ireland,,,2022-01-01T00:00:00Z
Q61127034,Q61127034,festival,Q801,Israel,,,2016-01-01T00:00:00Z
Q42417212,Stendhal Festival,festival,Q27,Ireland,,,
Q128215295,Premio Satira Politica Forte dei Marmi,festival,Q38,Italy,,,1973-01-01T00:00:00Z
