clerical_match_score,found_by_blocking_rules,match_weight,match_probability,unique_id_l,unique_id_r,name_clean_l,name_clean_r,gamma_name_clean,bf_name_clean,entity_type_l,entity_type_r,gamma_entity_type,bf_entity_type,iata_code_l,iata_code_r,gamma_iata_code,bf_iata_code,lon_l,lon_r,lat_l,lat_r,gamma_lat_lon,bf_lat_lon,true_label_l,true_label_r,match_key
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_5176373421,osmhub_5181901121,ali,lomi meda,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,38.6983539,38.6985553,9.0447615,9.0439855,3,98572.08493958534,779,780,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_5248250424,osmhub_5248252822,sheger bus mexico to haile garment,taxi mexico to jemo,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,38.7447321,38.7446562,9.0086494,9.009464,3,98572.08493958534,782,783,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_5248250424,osmhub_5248252921,sheger bus mexico to haile garment,mexico to mekanisa,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,38.7447321,38.7446693,9.0086494,9.0093791,3,98572.08493958534,782,784,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_5248250424,osmhub_5248252922,sheger bus mexico to haile garment,mexico to sarbet to zenebework,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,38.7447321,38.7447126,9.0086494,9.0088389,3,98572.08493958534,782,785,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_11101428170,osmhub_386046564,furi-labu railway station,furi-labu,0,0.2480467940400626,Train,Train,1,2.226079745459754,,,-1,1.0,38.6878858,38.6878815,8.9323122,8.9323187,3,98572.08493958534,814,820,2
0.0,True,18.38276094870873,0.9999970742562856,osmhub_1765087153,osmhub_1765087156,islington,islington,3,45904.93781675543,Train,Train,1,2.226079745459754,,,-1,1.0,138.5804811,138.5818839,-34.869476,-34.875576,2,33444.05242265314,872,873,0
0.0,True,13.977883070498057,0.9999380257893458,osmhub_1765087185,osmhub_1765087186,woodville park,woodville,1,2167.000616383086,Train,Train,1,2.226079745459754,,,-1,1.0,138.5434962,138.5377298,-34.8814267,-34.8771,2,33444.05242265314,884,885,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_1285911385,osmhub_193054021,bus interchange,aberfoyle hub centre interchange,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,138.5913893,138.5909664,-35.0767018,-35.0763299,3,98572.08493958534,838,933,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_102893184,osmhub_1188216383,idgah bus stand,isbt bus station idgah,0,0.2480467940400626,Bus,Bus,1,2.226079745459754,,,-1,1.0,77.9953632,77.9956689,27.1660014,27.1658883,3,98572.08493958534,965,964,2
0.0,True,2.4445129095885227,0.8448028747506426,osmhub_1360347811,osmhub_6283386370,parkham railway station,parkham,0,0.2480467940400626,Train,Train,1,2.226079745459754,,,-1,1.0,77.7154057,77.7155337,27.2882098,27.287568,3,98572.08493958534,1049,1012,2
