cluster_id,unique_id,activity_wikidata_id,name,name_clean,activity_type,destination_id,destination_name,lat,lon
act_Q133504444,act_Q133504444,Q133504444,Q133504444,q133504444,Religious Site,Q43,Turkey,41.0200348,28.9486637
act_Q25531043,act_Q25531043,Q25531043,Said otaliq madrasah,said otaliq madrasah,Religious Site,Q265,Uzbekistan,38.276340454,67.891122626
act_Q129169165,act_Q129169165,Q129169165,Q129169165,q129169165,Religious Site,Q43,Turkey,,
act_Q130348225,act_Q6078142,Q6078142,Uzbek Dervish Lodge,uzbek dervish lodge,Religious Site,Q43,Turkey,41.028361111,29.024461111
act_Q116758037,act_Q116758037,Q116758037,Alaman Church,alaman church,Religious Site,Q43,Turkey,40.427307467,43.509401897
act_Q136428699,act_Q136428699,Q136428699,Q136428699,q136428699,Religious Site,Q403,Serbia,46.08915,19.66523
act_Q137722571,act_Q137722571,Q137722571,Dean Patrick L Adderley Parish Hall,dean patrick l adderley parish hall,Religious Site,Q778,The Bahamas,,
act_Q134008685,act_Q134008685,Q134008685,Crkva Sv. Luke,crkva sv luke,Religious Site,Q403,Serbia,43.32369,21.90277
act_Q136032169,act_Q136032169,Q136032169,Egyptian Center of Islamic Culture,egyptian center of islamic culture,Religious Site,Q77,Uruguay,-34.907622884,-56.156926533
act_Q139006119,act_Q139006119,Q139006119,Q139006119,q139006119,Religious Site,Q77,Uruguay,,
act_Q109312372,act_Q109312372,Q109312372,Q109312372,q109312372,Religious Site,Q77,Uruguay,,
act_Q113840863,act_Q113840863,Q113840863,Q113840863,q113840863,Religious Site,Q77,Uruguay,-34.82601054,-56.18364655
act_Q5758511,act_Q5758511,Q5758511,"Cathedral of Our Lady of Guadalupe, Canelones",cathedral of our lady of guadalupe canelones,Religious Site,Q77,Uruguay,-34.5249,-56.2821
act_Q111211592,act_Q111211592,Q111211592,Q111211592,q111211592,Religious Site,Q884,South Korea,,
act_Q113840863,act_Q124415738,Q124415738,Gruta de Lourdes de Montevideo,gruta de lourdes de montevideo,Religious Site,Q77,Uruguay,-34.825611111,-56.184194444
act_Q136032169,act_Q15632082,Q15632082,Synagogue of the Sephardic Jewish Community,synagogue of the sephardic jewish community,Religious Site,Q77,Uruguay,-34.910300351,-56.209774262
act_Q16093250,act_Q16093250,Q16093250,Q16093250,q16093250,Religious Site,Q884,South Korea,37.66,127.006111111
act_Q123279187,act_Q123279187,Q123279187,Edificio del Seminario Arquidiocesano de Toledo,edificio del seminario arquidiocesano de toledo,Religious Site,Q77,Uruguay,-34.742833333,-56.094027777
act_Q12220587,act_Q12220587,Q12220587,"Vaad Ha'ir Synagogue, Montevideo",vaad ha'ir synagogue montevideo,Religious Site,Q77,Uruguay,,
act_Q2383378,act_Q2383378,Q2383378,Hirkan National Park,hirkan national park,Hiking Area,Q227,Azerbaijan,38.63055556,48.71166667
act_Q1651251,act_Q1651251,Q1651251,Iñao National Park and Integrated Management Natural Area,iñao national park and integrated management natural area,Hiking Area,Q750,Bolivia,-19.425,-63.92
act_Q650710,act_Q650710,Q650710,Noel Kempff Mercado National Park,noel kempff mercado national park,Hiking Area,Q750,Bolivia,-14.23028,-60.84667
act_Q2020105,act_Q2020105,Q2020105,Q2020105,q2020105,Hiking Area,Q31,Belgium,50.14389,5.2
act_Q1651313,act_Q1651313,Q1651313,Isiboro Sécure National Park and Indigenous Territory,isiboro sécure national park and indigenous territory,Hiking Area,Q750,Bolivia,-15.45,-66.66666667
act_Q1651467,act_Q1651467,Q1651467,Carrasco National Park,carrasco national park,Hiking Area,Q750,Bolivia,-17.38333333,-65.05
act_Q647206,act_Q647206,Q647206,Madidi National Park and Integrated Management Natural Area,madidi national park and integrated management natural area,Hiking Area,Q750,Bolivia,-14.333333333,-68.333333333
act_Q592741,act_Q592741,Q592741,Toro Toro National Park,toro toro national park,Hiking Area,Q750,Bolivia,-18.1,-65.7667
act_Q1028367,act_Q1028367,Q1028367,Ras Muhammad National Park,ras muhammad national park,Hiking Area,Q79,Egypt,27.769444444,34.209722222
act_Q613251,act_Q613251,Q613251,Band-e Amir National Park,band-e amir national park,Hiking Area,Q889,Afghanistan,34.839722222,67.230833333
act_Q593274,act_Q593274,Q593274,Göygöl National Park,göygöl national park,Hiking Area,Q227,Azerbaijan,40.40583333,46.3225
act_Q1651245,act_Q1651245,Q1651245,Cotapata National Park and Integrated Management Natural Area,cotapata national park and integrated management natural area,Hiking Area,Q750,Bolivia,-16.21666667,-67.9
act_Q1651307,act_Q1651307,Q1651307,Otuquis National Park and Integrated Management Natural Area,otuquis national park and integrated management natural area,Hiking Area,Q750,Bolivia,-19.33333,-58.75
act_Q1651320,act_Q1651320,Q1651320,Tunari National Park,tunari national park,Hiking Area,Q750,Bolivia,-17.2328288,-66.34593899
act_Q643667,act_Q643667,Q643667,Arevik National Park,arevik national park,Hiking Area,Q399,Armenia,39.0,46.15
act_Q1984244,act_Q1984244,Q1984244,Dilijan National Park,dilijan national park,Hiking Area,Q399,Armenia,40.65638889,45.02138889
act_Q1519747,act_Q1519747,Q1519747,Sajama National Park,sajama national park,Hiking Area,Q750,Bolivia,-18.08333333,-68.91666667
act_Q1631766,act_Q1631766,Q1631766,Amboró National Park,amboró national park,Hiking Area,Q750,Bolivia,-17.78333333,-63.98333333
act_Q1262800,act_Q1262800,Q1262800,Sutjeska National Park,sutjeska national park,Hiking Area,Q225,Bosnia and Herzegovina,43.337,18.684
act_Q12186243,act_Q12186243,Q12186243,International Park,international park,Hiking Area,Q79,Egypt,30.04905,31.33649
act_Q4056818,act_Q4056818,Q4056818,Aghgol National Park,aghgol national park,Hiking Area,Q227,Azerbaijan,40.00916667,47.65
act_Q2468740,act_Q2468740,Q2468740,Zengezur National Park,zengezur national park,Hiking Area,Q227,Azerbaijan,39.035277777,45.923333333
act_Q3084668,act_Q3084668,Q3084668,Kibira National Park,kibira national park,Hiking Area,Q967,Burundi,-2.91466389,29.43361111
act_Q2538716,act_Q2538716,Q2538716,Wadi el Gamal National Park,wadi el gamal national park,Hiking Area,Q79,Egypt,24.3521,35.0487
act_Q3084675,act_Q3084675,Q3084675,Rusizi National Park,rusizi national park,Hiking Area,Q967,Burundi,-3.247723,29.230671
act_Q6378421,act_Q6378421,Q6378421,Sevan National Park,sevan national park,Hiking Area,Q399,Armenia,40.34611111,45.33444444
act_Q1262800,act_Q88823994,Q88823994,Q88823994,q88823994,Hiking Area,Q225,Bosnia and Herzegovina,43.323842,18.715073
act_Q2418337,act_Q2418337,Q2418337,Kozara National Park,kozara national park,Hiking Area,Q225,Bosnia and Herzegovina,45.00833333,16.89166667
act_Q3695993,act_Q3695993,Q3695993,Ruvubu National Park,ruvubu national park,Hiking Area,Q967,Burundi,-3.111,30.373
act_Q9055985,act_Q9055985,Q9055985,Ulu Temburong National Park,ulu temburong national park,Hiking Area,Q921,Brunei,4.478,115.208
act_Q65203551,act_Q65203551,Q65203551,National park Drina,national park drina,Hiking Area,Q225,Bosnia and Herzegovina,44.000277777,19.35
act_Q16070157,act_Q16070157,Q16070157,Lake Arpi National Park,lake arpi national park,Hiking Area,Q399,Armenia,41.054444,43.643056
act_Q12844337,act_Q12844337,Q12844337,Qax State Nature Reserve,qax state nature reserve,Hiking Area,Q227,Azerbaijan,41.128839589,46.695573565
act_Q14300376,act_Q14300376,Q14300376,Gilf Kebir National Park,gilf kebir national park,Hiking Area,Q79,Egypt,23.75,25.833333333
act_Q4524236,act_Q4524236,Q4524236,Shirvan National Park,shirvan national park,Hiking Area,Q227,Azerbaijan,39.5475,49.01555556
act_Q115659522,act_Q115659522,Q115659522,National Park Entre-Sambre-et-Meuse,national park entre-sambre-et-meuse,Hiking Area,Q31,Belgium,50.075,4.33
act_Q2468697,act_Q2468697,Q2468697,Shahdag National Park,shahdag national park,Hiking Area,Q227,Azerbaijan,40.92388889,48.25277778
act_Q5464130,act_Q5464130,Q5464130,Fogo National Park,fogo national park,Hiking Area,Q1011,Cape Verde,14.958072222,-24.364655555
act_Q2556953,act_Q2556953,Q2556953,White Desert,white desert,Hiking Area,Q79,Egypt,27.277336111,28.200441666
act_Q47069184,act_Q47069184,Q47069184,Gabal Elba National Park,gabal elba national park,Hiking Area,Q79,Egypt,22.9,35.34
act_Q65165434,act_Q65165434,Q65165434,San Matías Integrated management natural area,san matías integrated management natural area,Hiking Area,Q750,Bolivia,-17.6428,-58.66742
act_Q12186241,act_Q12186241,Q12186241,Q12186241,q12186241,Hiking Area,Q79,Egypt,31.178638888,29.930694444
act_Q2468888,act_Q2468888,Q2468888,Altyaghach National Park,altyaghach national park,Hiking Area,Q227,Azerbaijan,40.88666667,48.89361111
act_Q4058060,act_Q4058060,Q4058060,Ajar Valley National Park,ajar valley national park,Hiking Area,Q889,Afghanistan,34.0,67.0
act_Q3179381,act_Q3179381,Q3179381,Una National Park,una national park,Hiking Area,Q225,Bosnia and Herzegovina,44.496944444,16.158055555
act_Q3499363,act_Q3499363,Q3499363,Saint Katherine Protectorate,saint katherine protectorate,Hiking Area,Q79,Egypt,28.55,33.96666667
act_Q4068343,act_Q4068343,Q4068343,Absheron National Park,absheron national park,Hiking Area,Q227,Azerbaijan,40.28361111,50.35944444
act_Q65164168,act_Q65164168,Q65164168,Llica National Park,llica national park,Hiking Area,Q750,Bolivia,-19.887666666,-68.347388888
act_Q108101590,act_Q108101590,Q108101590,Nuristan National Park,nuristan national park,Hiking Area,Q889,Afghanistan,35.2,70.7
act_Q104521695,act_Q104521695,Q104521695,Green River Park,green river park,Hiking Area,Q79,Egypt,30.013889,31.656389
act_Q125496517,act_Q125496517,Q125496517,Family Park,family park,Hiking Area,Q79,Egypt,,
act_Q137862939,act_Q137862939,Q137862939,Al-Fayrouz Garden,al-fayrouz garden,Hiking Area,Q79,Egypt,29.848076,31.334367
act_Q135434952,act_Q135434952,Q135434952,Q135434952,q135434952,Hiking Area,Q227,Azerbaijan,,
act_Q135434944,act_Q135434944,Q135434944,Akhar-Bakhar National Park,akhar-bakhar national park,Hiking Area,Q227,Azerbaijan,,
act_Q591878,act_Q591878,Q591878,Northern Velebit National Park,northern velebit national park,Hiking Area,Q224,Croatia,44.69305556,15.00694444
act_Q1251334,act_Q1251334,Q1251334,Douala-Edéa National Park,douala-edéa national park,Hiking Area,Q1009,Cameroon,3.5,9.8333
act_Q1544357,act_Q1544357,Q1544357,Nki National Park,nki national park,Hiking Area,Q1009,Cameroon,2.416666666,14.416666666
act_Q1031366,act_Q1031366,Q1031366,Campo Ma'an National Park,campo ma'an national park,Hiking Area,Q1009,Cameroon,2.345288888,9.991230555
act_Q1397016,act_Q1397016,Q1397016,Faro National Park,faro national park,Hiking Area,Q1009,Cameroon,8.166666666,12.666666666
act_Q918211,act_Q918211,Q918211,Mbam Djerem National Park,mbam djerem national park,Hiking Area,Q1009,Cameroon,5.83333333,12.75
act_Q1573021,act_Q1573021,Q1573021,Mbéré Valley National Park,mbéré valley national park,Hiking Area,Q1009,Cameroon,6.99444444,14.79611111
act_Q1647398,act_Q1647398,Q1647398,Q1647398,q1647398,Hiking Area,Q1009,Cameroon,10.95555556,13.92555556
act_Q828155,act_Q828155,Q828155,Krka National Park,krka national park,Hiking Area,Q224,Croatia,43.801944444,15.972777777
act_Q732723,act_Q732723,Q732723,Paklenica,paklenica,Hiking Area,Q224,Croatia,44.44359,15.29022
act_Q1721928,act_Q1721928,Q1721928,Q1721928,q1721928,Hiking Area,Q1009,Cameroon,12.2,14.85
act_Q894949,act_Q894949,Q894949,Bouba Njida National Park,bouba njida national park,Hiking Area,Q1009,Cameroon,8.623611111,14.656666666
act_Q1751924,act_Q1751924,Q1751924,Waza National Park,waza national park,Hiking Area,Q1009,Cameroon,11.2667,14.4167
act_Q937596,act_Q937596,Q937596,Andre Felix National Park,andre felix national park,Hiking Area,Q929,Central African Republic,9.440833333,23.343888888
act_Q631183,act_Q631183,Q631183,Risnjak National Park,risnjak national park,Hiking Area,Q224,Croatia,45.431,14.651
act_Q1747195,act_Q1747195,Q1747195,Makgadikgadi Pans National Park,makgadikgadi pans national park,Hiking Area,Q963,Botswana,-20.605,24.78277778
act_Q503835,act_Q503835,Q503835,Manovo-Gounda St. Floris National Park,manovo-gounda st floris national park,Hiking Area,Q929,Central African Republic,8.5,21.5
act_Q859389,act_Q859389,Q859389,Chobe National Park,chobe national park,Hiking Area,Q963,Botswana,-18.65,24.4
act_Q1561524,act_Q1561524,Q1561524,Zakouma National Park,zakouma national park,Hiking Area,Q657,Chad,10.847777777,19.647777777
act_Q1574010,act_Q1574010,Q1574010,Mljet Nacionalni Park,mljet nacionalni park,Hiking Area,Q224,Croatia,42.7817,17.3852
act_Q1109041,act_Q1109041,Q1109041,Manda National Park,manda national park,Hiking Area,Q657,Chad,9.294166666,17.940277777
act_Q895125,act_Q895125,Q895125,Boumba Bek National Park,boumba bek national park,Hiking Area,Q1009,Cameroon,2.216666666,15.7
act_Q859377,act_Q859377,Q859377,Nxai Pan National Park,nxai pan national park,Hiking Area,Q963,Botswana,-20.04166667,24.76888889
act_Q1019469,act_Q1019469,Q1019469,Bénoué National Park,bénoué national park,Hiking Area,Q1009,Cameroon,8.33333333,13.83333333
act_Q522250,act_Q522250,Q522250,Takamanda National Park,takamanda national park,Hiking Area,Q1009,Cameroon,6.16666667,9.33333333
act_Q141549,act_Q141549,Q141549,Day Forest National Park,day forest national park,Hiking Area,Q977,Djibouti,11.8,42.683333333
act_Q3350641,act_Q3350641,Q3350641,Lawachara National Park,lawachara national park,Hiking Area,Q902,Bangladesh,24.31972222,91.78361111
act_Q4849511,act_Q4849511,Q4849511,Bakossi National Park,bakossi national park,Hiking Area,Q1009,Cameroon,5.049907,9.567719
act_Q16344999,act_Q16344999,Q16344999,Altadighi National Park,altadighi national park,Hiking Area,Q902,Bangladesh,25.186461,88.866144
act_Q1885849,act_Q1885849,Q1885849,Bamingui-Bangoran National Park and Biosphere Reserve,bamingui-bangoran national park and biosphere reserve,Hiking Area,Q929,Central African Republic,8.0,19.5
act_Q56489196,act_Q56489196,Q56489196,Mount Cameroon National Park,mount cameroon national park,Hiking Area,Q1009,Cameroon,4.216666666,9.1725
act_Q125381487,act_Q125381487,Q125381487,Manyange na Elombo-Campo Marine National Park,manyange na elombo-campo marine national park,Hiking Area,Q1009,Cameroon,,
act_Q110895695,act_Q110895695,Q110895695,Coelacanth National Park,coelacanth national park,Hiking Area,Q970,Comoros,,
act_Q109314710,act_Q109314710,Q109314710,Kalamaloué National Park,kalamaloué national park,Hiking Area,Q1009,Cameroon,12.135561392,14.880869816
act_Q13058400,act_Q13058400,Q13058400,Nijhum Dwip National Park,nijhum dwip national park,Hiking Area,Q902,Bangladesh,22.0654,90.9998
act_Q26266820,act_Q26266820,Q26266820,Mpem and Djim National Park,mpem and djim national park,Hiking Area,Q1009,Cameroon,5.164088,11.732701
act_Q112764820,act_Q112764820,Q112764820,Dharmapur National Forest,dharmapur national forest,Hiking Area,Q902,Bangladesh,25.539638888,88.547694444
act_Q16345294,act_Q16345294,Q16345294,Khadim Nagar National Park,khadim nagar national park,Hiking Area,Q902,Bangladesh,24.89777778,91.87138889
act_Q1784847,act_Q1784847,Q1784847,Korup National Park,korup national park,Hiking Area,Q1009,Cameroon,5.09333333,8.84111111
act_Q5590226,act_Q5590226,Q5590226,Goz Beïda National Park,goz beïda national park,Hiking Area,Q657,Chad,12.166666666,21.333055555
act_Q2447760,act_Q2447760,Q2447760,Christoffelpark,christoffelpark,Hiking Area,Q25279,Curaçao,12.33333333,-69.11666667
act_Q6799652,act_Q6799652,Q6799652,Mbaéré-Bodingué National Park,mbaéré-bodingué national park,Hiking Area,Q929,Central African Republic,3.833333333,17.166666666
act_Q16345209,act_Q16345209,Q16345209,Kadigarh National Park,kadigarh national park,Hiking Area,Q902,Bangladesh,24.338429,90.328393
act_Q16668918,act_Q16668918,Q16668918,Mount Ntringui National Park,mount ntringui national park,Hiking Area,Q970,Comoros,,
act_Q25378334,act_Q25378334,Q25378334,Q25378334,q25378334,Hiking Area,Q1009,Cameroon,4.616667,8.716667
act_Q1914604,act_Q1914604,Q1914604,Shete Boka National Park,shete boka national park,Hiking Area,Q25279,Curaçao,12.3675,-69.117138888
act_Q21789803,act_Q21789803,Q21789803,Sena Oura National Park,sena oura national park,Hiking Area,Q657,Chad,9.09583333,14.59388889
act_Q54854445,act_Q54854445,Q54854445,Mefou National Park,mefou national park,Hiking Area,Q1009,Cameroon,3.96,11.93
act_Q16345264,act_Q16345264,Q16345264,Kuakata National Park,kuakata national park,Hiking Area,Q902,Bangladesh,21.85396,90.090764
act_Q17019710,act_Q17019710,Q17019710,Siniaka-Minia National Park,siniaka-minia national park,Hiking Area,Q657,Chad,10.571668143,18.072350751
act_Q24952282,act_Q24952282,Q24952282,Kaptai National Park,kaptai national park,Hiking Area,Q902,Bangladesh,22.502222222,92.201111111
act_Q3364411,act_Q3364411,Q3364411,Dzanga-Ndoki National Park,dzanga-ndoki national park,Hiking Area,Q929,Central African Republic,2.5,16.1667
act_Q1815584,act_Q1815584,Q1815584,Lobéké National Park,lobéké national park,Hiking Area,Q1009,Cameroon,2.25,15.75
act_Q4778814,act_Q4778814,Q4778814,Aouk National Park,aouk national park,Hiking Area,Q657,Chad,9.833055555,20.166666666
act_Q8054233,act_Q8054233,Q8054233,Yoboki National Park,yoboki national park,Hiking Area,Q977,Djibouti,11.5103,42.1047
act_Q4901585,act_Q4901585,Q4901585,Bhawal National Park,bhawal national park,Hiking Area,Q902,Bangladesh,24.09582778,90.404
act_Q7425977,act_Q7425977,Q7425977,Satchari National Park,satchari national park,Hiking Area,Q902,Bangladesh,24.12,91.4507
act_Q16346853,act_Q16346853,Q16346853,Singra National Park,singra national park,Hiking Area,Q902,Bangladesh,25.890115,88.563052
act_Q23681074,act_Q23681074,Q23681074,Deng Deng National Park,deng deng national park,Hiking Area,Q1009,Cameroon,5.35079,13.44177
act_Q10456315,act_Q10456315,Q10456315,Q10456315,q10456315,Hiking Area,Q970,Comoros,-12.05,42.883333333
act_Q16346285,act_Q16346285,Q16346285,Medhakachhapia National Park,medhakachhapia national park,Hiking Area,Q902,Bangladesh,21.68765556,92.15601667
act_Q95693805,act_Q95693805,Q95693805,Inani National Park,inani national park,Hiking Area,Q902,Bangladesh,21.1400025,92.0820834
act_Q34360466,act_Q34360466,Q34360466,Himchari National Park,himchari national park,Hiking Area,Q902,Bangladesh,21.3493929,92.0398732
act_Q16346031,act_Q16346031,Q16346031,Birgonj National Park,birgonj national park,Hiking Area,Q902,Bangladesh,25.849129,88.662552
act_Q13059186,act_Q13059186,Q13059186,Madhupur National Park,madhupur national park,Hiking Area,Q902,Bangladesh,24.698302777,90.119377777
act_Q5285306,act_Q5285306,Q5285306,Djibouti National Park,djibouti national park,Hiking Area,Q977,Djibouti,,
act_Q7290101,act_Q7290101,Q7290101,Ramsagar National Park,ramsagar national park,Hiking Area,Q902,Bangladesh,25.666833,88.488776
act_Q16345680,act_Q16345680,Q16345680,Nawabganj National Park,nawabganj national park,Hiking Area,Q902,Bangladesh,25.4517524,89.0534941
act_Q110895677,act_Q110895677,Q110895677,Shisiwani National Park,shisiwani national park,Hiking Area,Q970,Comoros,-12.165472222,44.202805555
act_Q26799668,act_Q26799668,Q26799668,National Park Brijuni,national park brijuni,Hiking Area,Q224,Croatia,44.916667,13.766667
act_Q16345984,act_Q16345984,Q16345984,Baroiyadhala National Park,baroiyadhala national park,Hiking Area,Q902,Bangladesh,22.654382,91.668264
act_Q155266,act_Q155266,Q155266,Cunnawarra National Park,cunnawarra national park,Hiking Area,Q408,Australia,-30.624722222,152.217222222
act_Q212025,act_Q212025,Q212025,Mount Pinbarren National Park,mount pinbarren national park,Hiking Area,Q408,Australia,-26.32,152.854166666
act_Q181891,act_Q181891,Q181891,Nullarbor National Park,nullarbor national park,Hiking Area,Q408,Australia,-31.4562,129.89905
act_Q133502,act_Q181556,Q181556,Brockman National Park,brockman national park,Hiking Area,Q408,Australia,-34.5144,115.996
act_Q256022,act_Q256022,Q256022,Wyperfeld National Park,wyperfeld national park,Hiking Area,Q408,Australia,-35.3892,141.877
act_Q137913,act_Q137913,Q137913,Lochern National Park,lochern national park,Hiking Area,Q408,Australia,-24.237222222,143.325833333
act_Q137917,act_Q137917,Q137917,Magnetic Island National Park,magnetic island national park,Hiking Area,Q408,Australia,-19.135833333,146.842222222
act_Q138096,act_Q138096,Q138096,Lindeman Islands National Park,lindeman islands national park,Hiking Area,Q408,Australia,-20.475,149.086944444
act_Q113523,act_Q113523,Q113523,Royal National Park,royal national park,Hiking Area,Q408,Australia,-34.131666666,151.0511111
act_Q152688,act_Q152688,Q152688,Torngat Mountains National Park,torngat mountains national park,Hiking Area,Q16,Canada,59.435833333,-63.696388888
act_Q68472,act_Q68472,Q68472,Great Otway National Park,great otway national park,Hiking Area,Q408,Australia,-38.7733,143.557
act_Q267394,act_Q267394,Q267394,Serra da Capivara National Park,serra da capivara national park,Hiking Area,Q155,Brazil,-8.6667,-42.55
act_Q257598,act_Q257598,Q257598,Gros Morne National Park,gros morne national park,Hiking Area,Q16,Canada,49.689444444,-57.738055555
act_Q80343,act_Q80343,Q80343,West Cape Howe National Park,west cape howe national park,Hiking Area,Q408,Australia,-35.1061,117.593
act_Q112375,act_Q112375,Q112375,Galápagos National Park,galápagos national park,Hiking Area,Q736,Ecuador,-0.333333333,-90.0
act_Q211816,act_Q211816,Q211816,Pioneer Peaks National Park,pioneer peaks national park,Hiking Area,Q408,Australia,-20.983888888,148.923888888
act_Q332381,act_Q332381,Q332381,Jaú National Park,jaú national park,Hiking Area,Q155,Brazil,-2.170277777,-62.617222222
act_Q212030,act_Q212030,Q212030,Mount Martin National Park,mount martin national park,Hiking Area,Q408,Australia,-21.071944444,148.829444444
act_Q254556,act_Q254556,Q254556,Conondale National Park,conondale national park,Hiking Area,Q408,Australia,-26.663055555,152.645555555
act_Q145308,act_Q145308,Q145308,Woolooma National Park,woolooma national park,Hiking Area,Q408,Australia,-32.05472222,151.2675
act_Q253517,act_Q253517,Q253517,Cape Breton Highlands National Park,cape breton highlands national park,Hiking Area,Q16,Canada,46.7167,-60.6597
act_Q138104,act_Q138104,Q138104,Littabella National Park,littabella national park,Hiking Area,Q408,Australia,-24.579166666,152.048055555
act_Q123161,act_Q123161,Q123161,Woomargama National Park,woomargama national park,Hiking Area,Q408,Australia,-35.8714,147.485
act_Q212019,act_Q212019,Q212019,Mount O'Connell National Park,mount o'connell national park,Hiking Area,Q408,Australia,-22.750277777,150.039444444
act_Q176872,act_Q176872,Q176872,Barmah National Park,barmah national park,Hiking Area,Q408,Australia,-35.866666666,145.118055555
act_Q212134,act_Q212134,Q212134,Staaten River National Park,staaten river national park,Hiking Area,Q408,Australia,-16.2553,142.679
act_Q137928,act_Q137928,Q137928,Mazeppa National Park,mazeppa national park,Hiking Area,Q408,Australia,-22.231666666,147.291111111
act_Q211819,act_Q211819,Q211819,Reliance Creek National Park,reliance creek national park,Hiking Area,Q408,Australia,-21.047777777,149.099722222
act_Q120765,act_Q120765,Q120765,Hinchinbrook Island National Park,hinchinbrook island national park,Hiking Area,Q408,Australia,-18.3819,146.247
act_Q119528,act_Q119528,Q119528,Jardine River National Park,jardine river national park,Hiking Area,Q408,Australia,-10.9211,142.627
act_Q115591,act_Q115591,Q115591,Stirling Range National Park,stirling range national park,Hiking Area,Q408,Australia,-34.397718,118.047177
act_Q138100,act_Q138100,Q138100,Mariala National Park,mariala national park,Hiking Area,Q408,Australia,-26.029444444,145.071388888
act_Q248825,act_Q248825,Q248825,Peak Charles National Park,peak charles national park,Hiking Area,Q408,Australia,-32.9097,121.107
act_Q255449,act_Q255449,Q255449,Moresby Range National Park,moresby range national park,Hiking Area,Q408,Australia,-17.5375,146.075833333
act_Q122412,act_Q122412,Q122412,Blackwood National Park,blackwood national park,Hiking Area,Q408,Australia,-21.461666666,146.715
act_Q384739,act_Q384739,Q384739,Wilsons Promontory National Park,wilsons promontory national park,Hiking Area,Q408,Australia,-39.0133,146.394
act_Q133502,act_Q133502,Q133502,Warren National Park,warren national park,Hiking Area,Q408,Australia,-34.5006,115.956
act_Q239264,act_Q239264,Q239264,Dulcie Range National Park,dulcie range national park,Hiking Area,Q408,Australia,-22.5778,135.608
act_Q29723,act_Q29723,Q29723,Hasties Swamp National Park,hasties swamp national park,Hiking Area,Q408,Australia,-17.300277777,145.474166666
act_Q3625,act_Q3625,Q3625,Cudmore National Park,cudmore national park,Hiking Area,Q408,Australia,-22.9409,146.2939
act_Q549411,act_Q549411,Q549411,Greenmount National Park,greenmount national park,Hiking Area,Q408,Australia,-31.9064,116.06
act_Q24281,act_Q24281,Q24281,Halifax Bay Wetlands National Park,halifax bay wetlands national park,Hiking Area,Q408,Australia,-18.8675,146.268888888
act_Q60167,act_Q60167,Q60167,Leeuwin-Naturaliste National Park,leeuwin-naturaliste national park,Hiking Area,Q408,Australia,-34.2386,115.047
act_Q519117,act_Q519117,Q519117,Savage River National Park,savage river national park,Hiking Area,Q408,Australia,-41.3539,145.409
act_Q48642,act_Q48642,Q48642,Fort Lytton National Park,fort lytton national park,Hiking Area,Q408,Australia,-27.412222222,153.15
act_Q526425,act_Q526425,Q526425,Idalia National Park,idalia national park,Hiking Area,Q408,Australia,-24.9586,144.697
act_Q45933,act_Q45933,Q45933,Hann Tableland National Park,hann tableland national park,Hiking Area,Q408,Australia,-16.7983,145.151
act_Q527914,act_Q527914,Q527914,Brindabella National Park,brindabella national park,Hiking Area,Q408,Australia,-35.238611111,148.8011111
act_Q385269,act_Q385269,Q385269,Dunggir National Park,dunggir national park,Hiking Area,Q408,Australia,-30.676666666,152.651944444
act_Q385655,act_Q385655,Q385655,Walls of Jerusalem National Park,walls of jerusalem national park,Hiking Area,Q408,Australia,-41.8689,146.259
act_Q539925,act_Q539925,Q539925,Murray Valley National Park,murray valley national park,Hiking Area,Q408,Australia,-35.7933,145.027
act_Q541934,act_Q541934,Q541934,Chaelundi National Park,chaelundi national park,Hiking Area,Q408,Australia,-29.944166666,152.510833333
act_Q541149,act_Q541149,Q541149,Hat Head National Park,hat head national park,Hiking Area,Q408,Australia,-31.065,153.0177778
act_Q3627,act_Q3627,Q3627,Chillagoe-Mungana Caves National Park,chillagoe-mungana caves national park,Hiking Area,Q408,Australia,-17.091666666,144.393055555
act_Q23960,act_Q23960,Q23960,Grey Peaks National Park,grey peaks national park,Hiking Area,Q408,Australia,-17.042222222,145.847777777
act_Q536993,act_Q536993,Q536993,Greater Bendigo National Park,greater bendigo national park,Hiking Area,Q408,Australia,-36.6739,144.255
act_Q41858,act_Q41858,Q41858,Banff National Park,banff national park,Hiking Area,Q16,Canada,51.166666666,-115.55
act_Q524956,act_Q524956,Q524956,Dorrigo National Park,dorrigo national park,Hiking Area,Q408,Australia,-30.381666666,152.7511111
act_Q391338,act_Q391338,Q391338,Wood Buffalo National Park,wood buffalo national park,Hiking Area,Q16,Canada,59.3833,-112.983
act_Q168421,act_Q168421,Q168421,Minerva Hills National Park,minerva hills national park,Hiking Area,Q408,Australia,-24.080555555,148.064166666
act_Q564482,act_Q564482,Q564482,Annan River (Yuku Baja-Muliku) National Park,annan river yuku baja-muliku national park,Hiking Area,Q408,Australia,-15.5665902,145.2069207
act_Q369655,act_Q369655,Q369655,Gesäuse National Park,gesäuse national park,Hiking Area,Q40,Austria,47.5922,14.6489
act_Q499550,act_Q499550,Q499550,Smith Islands National Park,smith islands national park,Hiking Area,Q408,Australia,-20.589166666,149.110555555
act_Q441861,act_Q441861,Q441861,Whitsunday Islands National Park,whitsunday islands national park,Hiking Area,Q408,Australia,-20.060277777,148.874166666
act_Q423134,act_Q423134,Q423134,Newry Islands National Park,newry islands national park,Hiking Area,Q408,Australia,-20.851666666,148.899444444
